Geneid,EBY_1,EBY_2,EBY_3,EBY-U_1,EBY-GNSR_1,EBY-GNSR_2,EBY-GNHR_1,EBY-GNHR_2,EBY-GNHR_3,EBY-GNUR_1,EBY-GNUR_2,EBY-GNUR_3,JGI_annotation,KEGG_annotation,Metabolic_Summary
jgi|Sacce1|3262|YJL169W,1.07,0.66,1.04,0.36,2.56,1.0,0.12,0.63,0.26,0.0,0.53,0.28,,,"Skipped (Gemini API Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""
  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemma-3-27b""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15000
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 26
}
])"
jgi|Sacce1|3263|YJL168C,63.13,60.13,67.23,16.57,46.05,47.93,10.91,9.75,12.64,25.39,29.07,27.45,,"K23700 [histone H3]-lysine36 N-trimethyltransferase [EC:2.1.1.359] | (RefSeq) SET2, EZL1, KMT3; histone methyltransferase SET2","Skipped (Gemini API Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""
  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemma-3-27b""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15000
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 23
}
])"
jgi|Sacce1|3264|YJL167W,791.1,823.66,799.17,534.24,1092.42,1145.62,536.25,518.01,523.98,662.57,639.34,606.32,,"K00787 farnesyl diphosphate synthase [EC:2.5.1.1 2.5.1.10] | (RefSeq) ERG20, BOT3, FDS1, FPP1; bifunctional (2E,6E)-farnesyl diphosphate synthase/dimethylallyltranstransferase",Skipped (No search results found)
jgi|Sacce1|3265|YJL166W,396.75,376.58,363.26,2458.69,714.37,733.85,2901.35,2830.23,2600.35,3601.96,3999.08,3681.74,Ubiquinol--cytochrome c reductase,"K00418 ubiquinol-cytochrome c reductase subunit 8 | (RefSeq) QCR8, COR5; ubiquinol--cytochrome-c reductase subunit 8","Skipped (Gemini API Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""
  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemma-3-27b""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15000
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 16
}
])"
jgi|Sacce1|3266|YJL165C,33.43,34.61,37.74,92.72,64.5,66.89,91.96,99.37,107.01,78.82,76.24,86.62,,K28035 NPR/Hal family protein kinase [EC:2.7.11.1] | (RefSeq) HAL5; protein kinase HAL5,No specific metabolic synthesis information found.
jgi|Sacce1|3267|YJL164C,9.06,9.06,11.05,159.3,65.47,65.51,159.58,180.6,175.7,100.17,92.34,126.01,,"K04345 protein kinase A [EC:2.7.11.11] | (RefSeq) TPK1, PKA1, SRA3; cAMP-dependent protein kinase catalytic subunit TPK1","This gene, TPK1, encodes the catalytic subunit of cAMP-dependent protein kinase and is involved in intracellular signal transduction, regulating mRNA processing, protein import into the nucleus, and responding to glucose availability."
jgi|Sacce1|3268|YJL163C,2.99,3.05,3.35,154.65,9.78,11.66,170.3,177.57,188.15,58.83,55.88,69.26,,no KO assigned | (RefSeq) uncharacterized protein,"The text describes the JGI Metabolomics Program as focused on understanding the roles of metabolites in biological systems and linking them with genomic data to explore metabolic pathways related to nutrient cycling, plant-microbe interactions, and environmental responses."
jgi|Sacce1|3269|YJL162C,20.25,21.26,21.07,11.41,18.03,18.48,8.91,9.59,9.93,14.42,14.26,13.52,,no KO assigned | (RefSeq) JJJ2; Jjj2p,"The text describes the JGI Metabolomics Program as focused on understanding the roles of small molecules (metabolites) in biological systems and linking them with genomic data to study processes like nutrient cycling, plant-microbe interactions, and environmental responses, but does not specify what 'jgi|Sacce1|3269|YJL162C' synthesizes."
jgi|Sacce1|326|YBR079C,202.57,232.67,220.05,40.94,237.23,244.77,34.57,40.3,32.15,98.79,103.11,93.22,,"K03254 translation initiation factor 3 subunit A | (RefSeq) RPG1, TIF32; translation initiation factor eIF3 core subunit A",No specific metabolic synthesis information found.
jgi|Sacce1|3270|YJL161W,7.02,6.94,7.4,87.0,42.61,36.88,104.83,127.29,114.54,96.96,89.36,105.61,,no KO assigned | (RefSeq) FMP33; Fmp33p,"The text describes the JGI Metabolomics Program as focused on understanding the roles of metabolites in biological systems and linking them with genomic data to explore metabolic pathways related to nutrient cycling, plant-microbe interactions, and environmental responses."
jgi|Sacce1|3271|YJL160C,2.08,2.64,2.17,6.6,4.84,3.83,6.28,5.2,5.26,4.33,4.59,3.53,,"K26550 cell wall mannoprotein | (RefSeq) PIR5; beta-1,3-glucan linked protein","The text suggests that gene jgi|Sacce1|3271|YJL160C is involved in the synthesis or organization of the yeast cell wall, specifically beta(1-->6)-glucan which plays a central role in linking beta(1-->3)-glucan, chitin, and mannoprotein together."
jgi|Sacce1|3272|YJL159W,828.92,902.67,726.44,1787.06,1662.43,1551.37,1815.26,1884.95,1740.72,1647.54,1830.3,1744.99,,"K26550 cell wall mannoprotein | (RefSeq) HSP150, CCW7, ORE1, PIR2; heat shock protein HSP150",No specific metabolic synthesis information found.
jgi|Sacce1|3273|YJL158C,962.64,1047.14,850.67,84.2,790.83,693.31,61.39,51.85,55.68,172.29,180.78,222.8,,"K26550 cell wall mannoprotein | (RefSeq) CIS3, CCW11, CCW5, PIR4, SCW8; Cis3p",Skipped (No search results found)
jgi|Sacce1|3274|YJL157C,79.41,79.52,82.33,5.15,60.73,64.39,2.94,2.69,2.99,7.79,8.06,9.92,,K06652 cyclin-dependent kinase inhibitor FAR1 | (RefSeq) FAR1; cyclin-dependent protein serine/threonine kinase inhibiting protein FAR1,"Skipped (Gemini API Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""
  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemma-3-27b""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15000
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 26
}
])"
jgi|Sacce1|3275|YJL156W-A,1.99,2.33,3.96,5.9,1.42,1.89,1.83,2.89,1.31,5.16,7.33,7.57,,,"Skipped (Gemini API Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""
  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemma-3-27b""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15000
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 24
}
])"
jgi|Sacce1|3276|YJL156C,32.43,35.46,36.73,51.6,31.28,32.56,39.41,44.88,43.98,39.72,40.02,40.46,,"no KO assigned | (RefSeq) SSY5, RAA3; Ssy5p","Skipped (Gemini API Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""
  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemma-3-27b""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15000
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 21
}
])"
jgi|Sacce1|3277|YJL155C,28.05,30.31,30.9,300.07,81.68,87.64,292.09,328.51,320.12,180.4,179.68,196.3,"Fructose-2,6-bisphosphate 2-phosphatase","K19029 6-phosphofructo-2-kinase / fructose-2,6-biphosphatase 2 [EC:2.7.1.105 3.1.3.46] | (RefSeq) FBP26; fructose-2,6-bisphosphatase",Skipped (Web scraping error: Invalid URL '/search?num=12': No scheme supplied. Perhaps you meant https:///search?num=12?)
jgi|Sacce1|3278|YJL154C,39.41,39.32,42.83,62.49,37.78,39.77,44.77,61.13,55.3,45.29,46.3,47.53,,"K18468 vacuolar protein sorting-associated protein 35 | (RefSeq) VPS35, ENV1, GRD9, VPT7; retromer subunit VPS35","Skipped (Gemini API Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""
  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemma-3-27b""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15000
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 15
}
])"
jgi|Sacce1|3279|YJL153C,97.97,71.63,84.82,1828.28,4918.54,4959.3,1757.62,1357.09,1733.21,2859.25,2789.06,3017.36,Myo-inositol-1-phosphate synthase,"K01858 myo-inositol-1-phosphate synthase [EC:5.5.1.4] | (RefSeq) INO1, APR1; inositol-3-phosphate synthase INO1","This gene encodes inositol-3-phosphate synthase, catalyzing the conversion of D-glucose 6-phosphate to 1D-myo-inositol 3-phosphate and is part of inositol phosphate metabolism."
jgi|Sacce1|327|YBR080C,76.24,77.79,81.73,46.01,82.13,83.47,27.92,29.41,31.35,45.64,46.25,51.8,Adenosinetriphosphatase,"K06027 vesicle-fusing ATPase [EC:3.6.4.6] | (RefSeq) SEC18, ANU4; AAA family ATPase SEC18","This gene, 'jgi|Sacce1|327|YBR080C', encodes a vesicle-fusing ATPase (NSF, SEC18) involved in membrane trafficking and processes like autophagy and synaptic vesicle cycling."
jgi|Sacce1|3280|YJL152W,1.3,1.15,1.59,4.73,2.99,1.9,6.16,4.7,5.64,11.06,11.56,14.3,,,"The JGI Metabolomics Platform identifies and analyzes metabolites—including primary, secondary, and lipid metabolites—to enable functional genome annotation, understand biological systems, study nutrient cycling, and discover new molecules and pathways, utilizing techniques like LC-MS and stable isotope probing."
jgi|Sacce1|3281|YJL151C,231.36,232.51,214.34,967.47,408.34,301.65,1311.7,913.8,975.2,1000.84,1051.74,985.11,,no KO assigned | (RefSeq) SNA3; Sna3p,"Skipped (Gemini API Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""
  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemma-3-27b""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15000
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 50
}
])"
jgi|Sacce1|3282|YJL150W,0.32,0.34,0.76,0.65,0.59,0.69,0.9,1.16,0.96,1.19,2.58,1.73,,,"Skipped (Gemini API Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""
  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemma-3-27b""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15000
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 48
}
])"
jgi|Sacce1|3283|YJL149W,14.37,14.09,17.2,42.89,22.53,22.85,34.64,37.77,42.67,32.88,31.09,30.98,,"no KO assigned | (RefSeq) DAS1, DUH1; SCF ubiquitin ligase complex subunit DAS1","Skipped (Gemini API Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""
  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemma-3-27b""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15000
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 45
}
])"
jgi|Sacce1|3284|YJL148W,277.06,268.81,270.66,21.65,172.98,169.52,19.34,23.76,17.69,50.17,64.4,43.54,DNA-directed RNA polymerase,"K03003 DNA-directed RNA polymerase I subunit RPA34 | (RefSeq) RPA34, CST21; DNA-directed RNA polymerase I subunit RPA34",No specific metabolic synthesis information found.
jgi|Sacce1|3285|YJL147C,22.17,20.99,22.53,25.26,23.19,25.48,17.52,18.02,21.53,22.52,25.76,23.31,,"no KO assigned | (RefSeq) SMT1, MRX5; Smt1p",Skipped (Web scraping error: 403 Client Error: Forbidden for url: https://scholar.google.com/scholar?q=jgi%7CSacce1%7C3285%7CYJL147C+metabolic+synthesis+role&hl=en&as_sdt=0&as_vis=1&oi=scholart)
jgi|Sacce1|3286|YJL146W,33.49,32.64,36.29,75.65,48.65,53.12,62.51,58.53,69.2,55.48,56.51,58.66,,no KO assigned | (RefSeq) IDS2; Ids2p,"Skipped (Gemini API Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""
  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemma-3-27b""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15000
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 35
}
])"
jgi|Sacce1|3287|YJL145W,96.12,94.84,99.61,21.54,76.65,79.65,17.13,15.95,17.09,29.3,31.6,30.5,,K19996 phosphatidylinositol transfer protein SFH5 | (RefSeq) SFH5; Sfh5p,"Skipped (Gemini API Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""
  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemma-3-27b""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15000
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 32
}
])"
jgi|Sacce1|3288|YJL144W,10.62,10.42,8.38,576.57,107.53,100.95,717.05,593.83,679.34,984.51,973.21,1047.96,,no KO assigned | (RefSeq) ROQ1; Roq1p,"Skipped (Gemini API Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""
  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemma-3-27b""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15000
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 30
}
])"
jgi|Sacce1|3289|YJL143W,372.95,360.39,343.08,144.36,331.8,305.35,176.24,150.16,147.21,409.41,431.73,419.9,,"K17795 mitochondrial import inner membrane translocase subunit TIM17 | (RefSeq) TIM17, MIM17, MPI2, SMS1; protein transporter TIM17",No specific metabolic synthesis information found.
jgi|Sacce1|328|YBR081C,27.65,27.74,28.31,16.68,26.53,27.33,12.12,13.07,12.46,19.2,19.45,17.78,,"K11359 transcriptional activator SPT7 | (RefSeq) SPT7, GIT2; SAGA histone acetyltransferase complex subunit SPT7","Skipped (Gemini API Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""
  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemma-3-27b""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15000
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 22
}
])"
